[0mPOST /api/v1/auth/login [33m400[0m 6.212 ms - 117[0m
::1 - - [19/Nov/2025:06:23:15 +0000] "GET /api/v1/categories HTTP/1.1" 500 121 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:25:14 +0000] "GET /api/v1/categories HTTP/1.1" - - "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:25:16 +0000] "GET /api/v1/categories HTTP/1.1" 500 93 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:26:05 +0000] "GET /api/v1/categories HTTP/1.1" 500 1740 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:26:35 +0000] "GET /api/v1/categories HTTP/1.1" 500 93 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:26:54 +0000] "GET /api/v1/categories HTTP/1.1" 500 93 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:27:06 +0000] "GET /api/v1/categories HTTP/1.1" 500 93 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:28:16 +0000] "GET /api/v1/categories HTTP/1.1" 500 93 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:28:37 +0000] "GET /api/v1/categories HTTP/1.1" 500 1759 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:28:48 +0000] "GET /api/v1/categories HTTP/1.1" 500 93 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:29:59 +0000] "GET /api/v1/categories HTTP/1.1" 500 93 "-" "PostmanRuntime/7.49.1"
::1 - - [19/Nov/2025:06:30:55 +0000] "GET /api/v1/categories HTTP/1.1" 401 47 "-" "PostmanRuntime/7.49.1"
